
99	1286500	0 6 0 0 0 2 0 6 6 0 4 0 0 5 4 0 1 4 0 3 5 0 3 5 0 6 6          0     250000     235000 
198	 580500	3 4 0 5 2 5 6 6 4 4 6 1 5 6 0 2 4 6 3 6 1 6 3 3 5 5 6     184500     119000     127500 
297	 195000	5 4 0 5 2 4 6 6 4 3 6 1 5 6 0 2 4 6 3 6 1 6 3 3 5 5 6     150000     125000     125000 
693	 142502	4 0 6 3 5 4 6 0 3 6 4 6 6 3 1 4 3 5 6 6 5 3 5 6 5 0 2      59166      83333     260001 
891	 101668	6 0 4 4 5 4 3 0 5 6 4 6 1 3 6 5 3 4 5 6 6 6 5 3 2 0 5     260000      83334      56666 
1683	  58752	0 4 6 5 5 4 0 6 3 4 6 6 3 6 1 3 4 5 6 6 5 5 3 6 0 5 2      83333      62917     255000 
1782	  25715	6 0 4 4 5 5 3 6 0 6 6 4 1 6 3 5 4 3 5 6 6 6 3 5 2 5 0     255000      60714      92143 
5121	  15004	3 5 6 1 5 6 2 5 5 0 5 5 3 5 5 4 5 6 4 5 6 5 5 6 6 5 6     250000      13889     141667 
6210	  10628	6 3 2 6 1 5 5 2 5 5 0 5 5 3 5 6 4 5 6 4 5 6 5 5 6 6 5     141667     250000      15625 
0	3341500	4 0 0 6 0 0 5 0 0 3 0 0 2 0 0 6 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	1164834	0 6 6 0 2 6 0 1 3 0 4 3 0 3 4 0 6 6 0 0 3 0 5 1 0 5 3          0     400000      63334 
198	 966500	1 1 4 1 3 6 6 5 5 2 4 3 4 4 6 2 6 6 4 3 5 6 1 0 0 6 5     117000     110000     230000 
297	 597056	1 5 3 4 4 4 0 6 4 6 0 2 3 3 2 5 6 2 6 3 6 6 1 3 5 4 5     337778          0      86666 
396	 313250	1 4 3 3 4 6 5 5 6 4 4 5 4 2 6 6 2 5 3 6 6 1 2 5 6 3 0     114750      80500     225000 
693	  50000	1 6 3 6 4 1 2 5 2 4 6 6 4 4 5 6 6 6 6 6 3 5 5 0 4 4 5      10000     145000     250000 
792	  25000	6 3 1 4 1 4 5 2 2 6 6 4 4 5 4 6 6 6 6 3 6 5 0 5 4 5 4     140000     250000      20000 
2367	  19287	4 6 3 1 4 1 4 5 2 4 6 6 4 4 5 6 6 6 6 6 3 5 5 0 4 4 5      14286     142857     250000 
2664	   9287	6 3 4 4 1 2 5 2 4 6 6 4 4 5 4 6 6 6 6 3 6 5 0 5 4 5 4     142857     250000      14286 
0	3341500	6 0 0 5 0 0 4 0 0 3 0 0 6 0 0 1 0 0 2 0 0 0 0 0 0 0 0     720000          0          0 
99	 951502	0 0 5 0 0 4 0 4 2 0 0 1 0 1 6 0 5 6 0 2 5 0 1 6 0 3 3          0      83333     366667 
198	 743001	3 4 4 6 5 5 4 2 4 2 5 5 6 0 3 6 0 6 3 2 0 1 6 5 6 3 5     229500      16667     191666 
297	 661500	4 2 4 5 1 3 4 3 3 5 5 6 0 6 3 0 5 0 2 6 3 6 6 3 3 4 6     115000     285000      20000 
396	 250000	3 6 1 1 3 2 4 6 4 6 4 5 0 5 3 3 2 6 6 6 0 6 4 5 5 5 5     146250     147500     108750 
495	 149400	4 5 3 5 1 6 4 3 4 5 5 2 0 6 6 0 5 6 2 6 3 6 6 1 3 4 6     132100     178600     101900 
594	 147000	5 3 0 2 3 1 5 4 3 2 2 5 5 5 6 3 3 5 4 4 6 6 6 6 6 6 4      97000      66000     255000 
792	  25715	2 2 5 1 5 6 3 0 4 5 1 6 6 3 0 5 4 3 6 3 6 6 5 6 4 4 5     162856      92143     152858 
2466	  15004	2 0 6 6 1 6 0 2 5 1 3 5 3 3 5 4 4 6 3 4 6 5 5 6 4 5 6     166668      83332     155556 
5328	  14234	6 2 2 6 6 6 5 0 5 5 1 5 5 3 5 6 4 5 6 3 5 6 5 5 6 4 5     138461     250000      19231 
6615	  10628	2 2 6 5 6 6 5 0 5 5 1 5 5 3 5 5 4 6 5 3 6 5 5 6 5 4 6      15625     250000     141667 
0	3341500	6 0 0 5 0 0 6 0 0 3 0 0 4 0 0 2 0 0 1 0 0 0 0 0 0 0 0     720000          0          0 
99	1270000	0 6 6 0 4 5 0 5 0 0 4 6 0 5 0 0 3 3 0 0 6 0 6 1 0 2 0          0     250000     229500 
198	 911503	5 4 0 6 1 0 6 1 0 5 6 0 0 6 0 3 2 0 5 3 0 5 6 0 5 4 0     190000     260000       6667 
297	 811625	4 5 0 6 1 2 0 3 0 5 4 4 3 2 3 6 6 1 6 3 3 6 5 4 2 5 6     217625     194125      35375 
396	 572335	6 6 6 6 4 1 6 3 4 3 1 0 5 6 5 3 4 0 6 2 6 5 5 0 2 5 3     129167     208333      83333 
594	 511500	6 2 6 4 4 4 6 5 0 3 4 1 5 5 6 3 3 6 6 0 5 5 6 5 2 2 3     100000      80000     240000 
693	 176669	5 4 3 6 6 6 6 1 5 0 6 5 4 6 0 1 2 3 6 3 5 3 6 5 2 4 5      83334     183333     141666 
792	 143400	6 6 5 4 4 2 0 6 4 1 3 4 6 5 2 6 3 1 5 6 0 5 5 2 3 2 6     211200     144400      47200 
891	 137800	4 6 6 2 4 4 4 6 5 6 3 1 5 5 6 1 3 6 0 6 5 0 5 5 6 2 3     121600     164400     121200 
1089	  65000	4 4 6 5 4 4 2 6 0 5 3 1 3 5 6 6 3 6 6 6 5 6 5 5 2 2 3      70500     100000     229500 
2070	  55000	5 5 2 1 5 6 4 5 5 4 5 6 3 5 6 6 6 5 3 6 0 6 6 4 1 6 3     125000      35000     250000 
2466	  15004	5 5 2 5 5 0 5 5 4 5 5 4 5 5 3 5 6 6 5 6 3 5 6 6 5 6 1       5555     150001     250000 
2664	  11250	5 5 2 5 5 0 1 5 4 5 5 4 5 5 3 5 6 6 5 6 3 5 6 6 5 6 1       6250     150000     250000 
3456	   8750	5 2 5 5 0 5 2 4 5 5 4 5 5 3 5 5 6 6 5 3 6 5 6 6 5 1 6       6250     250000     150000 
3654	   6306	6 2 5 5 0 5 2 4 5 5 4 5 5 3 5 5 6 6 5 3 6 5 6 6 5 1 6       8696     250000     147826 
4545	   5001	2 5 1 0 5 5 4 5 2 4 5 5 3 5 5 6 6 5 3 6 5 6 6 5 1 6 5     250000     150000       7143 
